Locus_tag	start	stop	strand	KEGG_definition	Knumber	gene_name	COG_category
DLM_1474	1536363	1537334	+	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	K00957	cysH	EH
DLM_1475	1537413	1538843	+	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	K00956/K00955	cysN	P
DLM_1476	1540256	1542439	+	methyl-accepting chemotaxis protein	K03406	tar	NT
DLM_1477	1542603	1543250	-		  	  	  
DLM_1478	1543368	1544753	-		  	COG0523	R
DLM_1479	1544999	1545913	-		  	COG2431	S
DLM_1480	1546036	1546176	-	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	K01652	  	  
DLM_1481	1546249	1547160	+		  	lysR	K
DLM_1482	1547654	1547773	+	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	K01000	  	  
DLM_1483	1547940	1550246	+	outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid	K16088	fhuE	P
DLM_1484	1550408	1551256	-	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	K07115	comJ	R
DLM_1485	1551307	1552053	-	tRNA pseudouridine65 synthase [EC:5.4.99.26]	K06175	rluA	J
DLM_1486	1552374	1552496	-	"solute carrier family 10 (sodium/bile acid cotransporter), member 7"	K14347	  	  
DLM_1487	1552551	1553555	+	basic membrane protein A and related proteins	K07335	med	R
DLM_1488	1553679	1555205	+	general nucleoside transport system ATP-binding protein	K23537	COG3845	R
DLM_1489	1555202	1556308	+	general nucleoside transport system permease protein	K23535	COG4603	R
DLM_1490	1556308	1557270	+	general nucleoside transport system permease protein	K23536	COG1079	R
DLM_1491	1557475	1558161	+	replicative DNA helicase [EC:3.6.4.12]	K02314/K00573	  	  
DLM_1492	1558382	1559872	-	cyclic-di-GMP-binding protein	K23127	  	  
DLM_1493	1560135	1560329	+	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	K00768	  	  
DLM_1494	1560546	1561649	+	methyl-accepting chemotaxis protein	K03406	tar	NT
DLM_1495	1561780	1562163	+		  	pspE	P
DLM_1496	1562170	1562667	+	deoxyhypusine synthase [EC:2.5.1.46]	K00809	  	  
DLM_1497	1562753	1564096	-	"two-component system, NtrC family, response regulator HydG"	K07713/K02584	rocR	KT
DLM_1498	1564272	1564463	+	prolyl-tRNA synthetase [EC:6.1.1.15]	K01881	  	  
DLM_1499	1564453	1566003	+	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	K00425	cydA	C
DLM_1500	1566082	1567221	+	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	K00426	appB	C
DLM_1501	1567332	1568261	-		  	lysR	K
DLM_1502	1568403	1569149	+		  	COG4221	R
DLM_1503	1569200	1569700	-		  	  	  
DLM_1504	1569718	1570122	-		  	  	  
DLM_1505	1570299	1570829	+	3-ketosteroid 9alpha-monooxygenase subunit B [EC:1.14.15.30]	K15983	  	  
DLM_1506	1570971	1571132	+	3-ketosteroid 9alpha-monooxygenase subunit B [EC:1.14.15.30]	K15983/K02613	  	  
DLM_1507	1571142	1573439	+		  	xseA	L
DLM_1508	1573599	1574615	-	trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77]	K18384/K01777	COG3938	E
DLM_1509	1574677	1575615	-	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.1]	K19743/K01750	COG2423	E
DLM_1510	1575938	1576681	-	"GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex"	K05799	fadR	K
DLM_1511	1576806	1577726	-		  	tesB	I
DLM_1512	1577721	1578698	+		  	COG4977	K
DLM_1513	1579814	1580032	+		  	mopI	H
DLM_1514	1580042	1580632	+	3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]	K09019/K15976	nfnB	C
DLM_1515	1580828	1581640	+	D-methionine transport system substrate-binding protein	K02073	nlpA	P
DLM_1516	1581652	1582782	+	D-methionine transport system ATP-binding protein	K02071	abcC	P
DLM_1517	1582775	1583428	+	D-methionine transport system permease protein	K02072	abcD	P
DLM_1518	1583443	1584648	+		  	caiA	I
DLM_1519	1584661	1585893	+		  	caiA	I
DLM_1520	1585895	1587250	+	long-chain alkane monooxygenase [EC:1.14.14.28]	K20938	COG2141	C
DLM_1521	1587295	1588104	+	D-methionine transport system substrate-binding protein	K02073	nlpA	P
DLM_1522	1588318	1589040	+		  	fabG	IQR
DLM_1523	1589163	1590332	-	sigma-54 dependent transcriptional regulator	K11917	atoC	T
DLM_1524	1590287	1591495	-		  	caiA	I
DLM_1525	1591478	1591609	+	tetraspanin-3	K17293	  	  
DLM_1526	1591667	1591801	-	sulfate/thiosulfate transport system ATP-binding protein [EC:7.3.2.3]	K02045	  	  
DLM_1527	1591859	1593085	+		  	caiA	I
DLM_1528	1593094	1593771	+	"3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]"	K02858/K14652	ribB	H
DLM_1529	1594025	1595251	+		  	caiA	I
DLM_1530	1595223	1595426	-	biotin/methionine sulfoxide reductase [EC:1.-.-.-]	K08351/K13590	  	  
DLM_1531	1595418	1596872	+		  	potE	E
DLM_1532	1597212	1598624	+	long-chain alkane monooxygenase [EC:1.14.14.28]	K20938	COG2141	C
DLM_1533	1598746	1599711	+	ribose transport system substrate-binding protein	K10439	rbsB	G
DLM_1534	1599767	1601338	+	ribose transport system ATP-binding protein [EC:7.5.2.7]	K10441/K10822	mglA	G
DLM_1535	1601322	1602293	+	ribose transport system permease protein	K10440	araH	G
DLM_1536	1602352	1603269	+	ribose transport system permease protein	K10440	araH	G
DLM_1537	1603412	1604377	-	ribose transport system substrate-binding protein	K10439	rbsB	G
DLM_1538	1604721	1605953	-		  	caiA	I
DLM_1539	1606013	1607269	-		  	caiA	I
DLM_1540	1607442	1608170	-	GntR family transcriptional regulator	K03710	phnF	K
DLM_1541	1608383	1609534	+	alkanesulfonate monooxygenase [EC:1.14.14.5]	K04091	COG2141	C
DLM_1542	1609531	1610373	+	uncharacterized protein	K07045	COG2159	R
DLM_1543	1610485	1611447	+	sulfonate transport system substrate-binding protein	K15553	tauA	P
DLM_1544	1611557	1611673	+	uncharacterized protein	K09792	  	  
DLM_1545	1611717	1612340	+	FMN reductase [EC:1.5.1.38]	K00299	COG0431	R
DLM_1546	1612395	1613498	+	dimethylsulfone monooxygenase [EC:1.14.14.35]	K17228	COG2141	C
DLM_1547	1613513	1614682	+	long-chain acyl-CoA synthetase [EC:6.2.1.3]	K01897	fAA1	I
DLM_1548	1614705	1615487	+	branched-chain amino acid transport system ATP-binding protein	K01995	livG	E
DLM_1549	1615592	1616473	+	branched-chain amino acid transport system permease protein	K01997	livH	E
DLM_1550	1616593	1617660	+	branched-chain amino acid transport system permease protein	K01998	livM	E
DLM_1551	1617723	1619057	+	branched-chain amino acid transport system substrate-binding protein	K01999	livK	E
DLM_1552	1619141	1619896	+	branched-chain amino acid transport system ATP-binding protein	K01996	livF	E
DLM_1553	1620053	1620829	-		  	araC	K
DLM_1554	1620970	1622031	+	4-hydroxyproline epimerase [EC:5.1.1.8]	K12658	COG3938	E
DLM_1555	1622096	1623043	+	1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22]	K21062	dapA	EM
DLM_1556	1623111	1624682	+	"2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]"	K13877	putA	C
DLM_1557	1624686	1625948	+	D-amino-acid dehydrogenase [EC:1.4.5.1]	K00285	dadA	E
DLM_1558	1626050	1627198	+	branched-chain amino acid transport system substrate-binding protein	K01999	livK	E
DLM_1559	1627636	1628886	+	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	K01740	mET17	E
DLM_1560	1628975	1630060	-	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	K07246	leuB	CE
DLM_1561	1630158	1631063	+	"LysR family transcriptional regulator, transcriptional activator for dmlA"	K16135	lysR	K
DLM_1562	1631085	1631276	-	"LysR family transcriptional regulator, transcriptional activator for dmlA"	K16135	  	  
DLM_1563	1631280	1631648	-	"LysR family transcriptional regulator, transcriptional activator for dmlA"	K16135	lysR	K
DLM_1564	1631722	1631844	+	L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]	K03779	  	C
DLM_1565	1631841	1632449	+	L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]	K03780	fumA	C
DLM_1566	1632677	1633126	+		  	COG2707	S
DLM_1567	1633231	1633602	+	myosin XVI	K17481/K07448	  	  
DLM_1568	1633673	1634110	+		  	COG3019	R
DLM_1569	1634175	1634672	+		  	COG4454	P
DLM_1570	1634913	1635290	+		  	  	  
DLM_1571	1635335	1636867	-		  	  	  
DLM_1572	1636900	1637994	-	putrescine transport system substrate-binding protein	K11073	potD	E
DLM_1573	1638053	1639690	-		  	COG1574	R
DLM_1574	1639815	1640636	-	"LuxR family transcriptional regulator, activator of tox operons"	K20330	citB	TK
DLM_1575	1640885	1641970	-	type VI secretion system protein ImpA	K11902	COG3515	S
DLM_1576	1641992	1642255	-		  	  	S
DLM_1577	1642252	1643685	-	outer membrane protein	K12340	  	  
DLM_1578	1643697	1646345	-	type VI secretion system protein VasG	K11907	clpA	O
DLM_1579	1646392	1647429	-	type VI secretion system protein ImpH	K11895	COG3520	S
DLM_1580	1647393	1649252	-	type VI secretion system protein ImpG	K11896	COG3519	S
DLM_1581	1649950	1650564	-	type VI secretion system protein ImpG	K11896	COG3519	S
DLM_1582	1653734	1655860	-		  	COG3673	S
DLM_1583	1656523	1656663	-	transcription initiation factor TFIIH subunit 4	K03144/K01673	  	  
DLM_1584	1657340	1657462	-	"lectin, mannose-binding 1-like"	K10081/K16785	  	  
DLM_1585	1658125	1658265	-	putative tricarboxylic transport membrane protein	K07794	  	  
DLM_1586	1659698	1659838	-	putative tricarboxylic transport membrane protein	K07794	  	  
DLM_1587	1661428	1662798	-	ferric enterobactin receptor	K19611	  	  
DLM_1588	1662847	1663635	-		  	  	  
DLM_1589	1663632	1666289	-	type VI secretion system secreted protein VgrG	K11904	vgrG	S
DLM_1590	1666350	1666790	-	type VI secretion system protein ImpF	K11897	COG3518	S
DLM_1591	1666831	1667535	-	type VI secretion system protein ImpK	K11892	COG3455	S
DLM_1592	1667543	1668889	-	type VI secretion system protein ImpJ	K11893	COG3522	S
DLM_1593	1669179	1669685	-	type VI secretion system protein VasD	K11906	COG3521	S
DLM_1594	1669869	1670735	+	peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]	K17733	  	  
DLM_1595	1670898	1674572	+	type VI secretion system protein ImpL	K11891	icmF	S
DLM_1596	1674589	1675605	+	type VI secretion system protein ImpM	K11890	sciT	S
DLM_1597	1675644	1676162	+	type VI secretion system protein ImpB	K11901	COG3516	S
DLM_1598	1676164	1677648	+	type VI secretion system protein ImpC	K11900	COG3517	S
DLM_1599	1677701	1678198	+	type VI secretion system secreted protein Hcp	K11903	hcp	S
DLM_1600	1678272	1678709	+	peptidoglycan-associated lipoprotein	K03640	  	  
DLM_1601	1679059	1679340	-		  	  	  
DLM_1602	1679496	1679921	+	glycine betaine transporter	K05020/K06349	  	  
DLM_1603	1680065	1680487	-	hepatic leukemia factor	K09057/K01868	  	  
DLM_1604	1680567	1680722	+	magnesium transporter	K03284	  	  
DLM_1605	1680955	1681269	-		  	  	  
DLM_1606	1681393	1681887	-	"solute carrier family 9 (sodium/hydrogen exchanger), member 6/7"	K12041/K01997	  	  
DLM_1607	1682041	1682655	+		  	acrR	K
DLM_1608	1682737	1684059	-	outer membrane protein	K07280	COG4783	R
DLM_1609	1684056	1685756	-		  	COG4254	S
DLM_1610	1685728	1686462	-		  	  	  
DLM_1611	1686674	1687723	+	uncharacterized protein	K09824	virK	S
DLM_1612	1688080	1688199	+	molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	K03752	  	  
DLM_1613	1688255	1688845	-	"RNA methyltransferase, TrmH family"	K03437	  	  
DLM_1614	1690011	1690250	+	transposase	K07483	  	L
DLM_1615	1690310	1691122	+	putative transposase	K07497	  	L
DLM_1616	1691115	1691267	+	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	K00012	  	  
DLM_1617	1691402	1691974	+	type VI secretion system secreted protein VgrG	K11904	  	  
DLM_1618	1692064	1692834	+		  	  	  
DLM_1619	1692831	1693844	+		  	  	  
DLM_1620	1694589	1695449	-	putative transposase	K07497	  	L
DLM_1621	1695446	1695709	-	putative transposase	K07497	  	  
DLM_1622	1696217	1696567	+		  	  	K
DLM_1623	1696554	1697450	-		  	  	  
DLM_1624	1697447	1698430	-		  	  	L
DLM_1625	1698596	1698973	-	cyclin-dependent kinase 15 [EC:2.7.11.22]	K15594/K00347	  	  
DLM_1626	1699062	1700030	-		  	  	  
DLM_1627	1700216	1701682	-		  	  	  
DLM_1628	1701739	1702029	-	PPM family protein phosphatase [EC:3.1.3.16]	K20074	  	  
DLM_1629	1702696	1704210	+	hemolysin activation/secretion protein	K07326	fhaC	U
DLM_1630	1704992	1712998	+	filamentous hemagglutinin	K15125	COG1511	S
DLM_1631	1714452	1716887	+	filamentous hemagglutinin	K15125	  	  
DLM_1632	1719035	1719895	-	putative transposase	K07497	  	L
DLM_1633	1719892	1720155	-	putative transposase	K07497	  	  
DLM_1635	1722033	1723703	-	DNA repair protein RecN (Recombination protein N)	K03631	recN	L
DLM_1636	1723716	1724591	-	NAD+ kinase [EC:2.7.1.23]	K00858	  	G
DLM_1637	1724602	1725270	-	"two-component system, LuxR family, response regulator FixJ"	K14987	ttrR	T
DLM_1638	1725267	1725473	-	insulin receptor [EC:2.7.10.1]	K04527/K05602	  	  
DLM_1639	1725654	1726187	-	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	K07304	msrA	O
DLM_1640	1726180	1727121	-		  	acuC	BQ
DLM_1641	1727133	1727297	-		  	COG4728	S
DLM_1642	1727407	1727862	-		  	rimI	R
DLM_1643	1727923	1728870	+	tRNA-dihydrouridine synthase C [EC:1.-.-.-]	K05541	COG0042	J
DLM_1644	1729195	1729341	-	matrix metalloproteinase-19 (RASI) [EC:3.4.24.-]	K07998	  	  
DLM_1645	1729353	1729931	-	DNA polymerase V [EC:3.4.21.-]	K03503	lexA	KT
DLM_1646	1730088	1730900	-		  	citB	TK
DLM_1647	1731099	1732595	+	4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]	K09472	putA	C
DLM_1648	1732622	1734004	+	putrescine---pyruvate transaminase [EC:2.6.1.113]	K12256	  	H
DLM_1649	1734197	1734364	+	CDGSH iron-sulfur domain-containing protein 3	K23886	  	  
DLM_1650	1734449	1734841	-	nuclear factor of activated T-cells 5	K17335/K03040	  	  
DLM_1651	1734991	1736940	-		  	COG1032	C
DLM_1652	1736993	1737340	-	thioredoxin 1	K03671	trxA	OC
DLM_1653	1737446	1738603	-	acetylornithine deacetylase [EC:3.5.1.16]	K01438	argE	E
DLM_1654	1738808	1739710	+		  	lysR	K
DLM_1655	1739839	1740882	+	putative spermidine/putrescine transport system substrate-binding protein	K02055	potD	E
DLM_1656	1741156	1741743	+	"Ca2+/H+ antiporter, TMEM165/GDT1 family"	K23541	COG2119	S
DLM_1657	1741819	1743186	-	flagellar hook-associated protein 2	K02407	fliD	N
DLM_1658	1743344	1744777	-	flagellar hook-associated protein 2	K02407	fliD	N
DLM_1659	1745025	1746308	-	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	K09471	dadA	E
DLM_1660	1746502	1746687	-	forkhead box protein I	K09401/K09747	  	  
DLM_1661	1747000	1748019	+	zinc transporter	K16074	corA	P
DLM_1662	1748197	1748478	+	protein PhnA	K06193	phnA	P
DLM_1663	1748605	1749954	+	"multidrug resistance protein, MATE family"	K03327	norM	V
DLM_1664	1749996	1750190	-	autophagy-related protein 18	K17908/K00801	  	  
DLM_1665	1750382	1751032	+	uncharacterized protein	K06940	  	  
DLM_1666	1751139	1751567	+	bacterial/archaeal transporter family protein	K08978	COG2510	S
DLM_1667	1751579	1751815	-	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	K01933/K04099	  	  
DLM_1668	1751914	1752654	-	"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"	K10914	crp	T
DLM_1669	1752752	1753261	+		  	COG4539	S
DLM_1670	1753283	1754815	-	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	K01669	phrB	L
DLM_1671	1754824	1755831	-	renalase [EC:1.6.3.5]	K18208/K06955	COG3380	R
DLM_1672	1755856	1756080	-		  	  	  
DLM_1673	1756084	1756662	-	apolipoprotein D and lipocalin family protein	K03098	blc	M
DLM_1674	1756659	1758188	-	deoxyribodipyrimidine photolyase-related protein	K06876	COG3046	R
DLM_1675	1758185	1759462	-	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	K01669	phrB	L
DLM_1676	1759507	1759632	-	xylonate dehydratase [EC:4.2.1.82]	K22186	  	  
DLM_1677	1759610	1759891	-		  	  	  
DLM_1678	1760044	1760826	-		  	COG4221	R
DLM_1679	1760831	1761361	-		  	  	  
DLM_1680	1761358	1762566	-	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]	K00574	cfa	M
DLM_1681	1762563	1763351	-	uncharacterized protein	K09701	COG3496	S
DLM_1682	1763348	1764634	-	uncharacterized protein	K06954	COG2907	R
DLM_1683	1764771	1765391	+	"TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness"	K19736	acrR	K
DLM_1684	1765396	1766802	-		  	mhpC	R
DLM_1685	1766900	1767826	+	ribose transport system substrate-binding protein	K10439	rbsB	G
DLM_1686	1767844	1769025	+	diguanylate cyclase [EC:2.7.7.65]	K21019/K13590	COG2199	T
DLM_1687	1769031	1771868	-	diguanylate cyclase [EC:2.7.7.65]	K21023	atoS	T
DLM_1688	1771975	1772970	-	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	K07566	sUA5	J
DLM_1689	1773014	1775401	-	uncharacterized protein	K09822	COG3002	S
DLM_1690	1775388	1776863	-	NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2]	K05577	nuoL	CP
DLM_1691	1776959	1777849	+	"LysR family transcriptional regulator, transcriptional activator of nhaA"	K03717	lysR	K
DLM_1692	1777997	1779028	+		  	acuC	BQ
DLM_1693	1779586	1780521	-	"LysR family transcriptional regulator, glycine cleavage system transcriptional activator"	K03566	lysR	K
DLM_1694	1780700	1781122	+	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	K01607	COG1917	S
DLM_1695	1781251	1782171	+		  	lysR	K
DLM_1696	1782329	1782847	+		  	  	  
DLM_1697	1782916	1784292	-	"outer membrane protein, multidrug efflux system"	K18139	tolC	MU
DLM_1698	1784295	1784513	-	AF4/FMR2 family member 4	K15185/K03588	  	  
DLM_1699	1784510	1787647	-	multidrug efflux pump	K18146/K18296	acrB	V
DLM_1700	1787664	1788809	-	"membrane fusion protein, multidrug efflux system"	K18145	acrA	M
DLM_1701	1788917	1789657	+	"two-component system, OmpR family, response regulator AdeR"	K18144/K07663	ompR	TK
DLM_1702	1789654	1790721	+	"two-component system, OmpR family, sensor histidine kinase AdeS [EC:2.7.13.3]"	K18143/K02486/K07642	baeS	T
DLM_1703	1790854	1792479	-	methyl-accepting chemotaxis protein	K03406	tar	NT
DLM_1704	1792736	1792858	+	dedicator of cytokinesis protein 9/10/11	K21853	  	  
DLM_1705	1792873	1793364	-	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	K03976	ebsC	S
DLM_1706	1793442	1794692	-	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	K00335/K18331	nuoF	C
DLM_1707	1794705	1796327	-	L-aspartate oxidase [EC:1.4.3.16]	K00278/K00244	nadB	H
DLM_1708	1796324	1796971	-		  	cdhA	R
DLM_1709	1797396	1798337	+	malonate transporter and related proteins	K13936/K07088	COG0679	R
DLM_1710	1798458	1798643	-		/K00793	  	  
DLM_1711	1798816	1799484	-	"GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator"	K13654	gntR	K
DLM_1712	1799632	1800372	+		  	fabG	IQR
DLM_1713	1800374	1801423	+	hydroxylysine kinase [EC:2.7.1.81]	K18201	COG2334	R
DLM_1714	1801420	1802751	+		  	gabT	E
DLM_1715	1802761	1803699	-	malonate decarboxylase epsilon subunit [EC:2.3.1.39]	K13935	fabD	I
DLM_1716	1803696	1804361	-	phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]	K13934	  	  
DLM_1717	1804446	1805207	-		  	  	  
DLM_1718	1805223	1805624	-		  	  	  
DLM_1719	1805703	1806530	-	malonate decarboxylase gamma subunit [EC:4.1.1.87]	K13933	  	  
DLM_1720	1806527	1807390	-	malonate decarboxylase beta subunit [EC:4.1.1.87]	K13932	accD	I
DLM_1721	1807387	1807683	-	malonate decarboxylase delta subunit	K13931	  	  
DLM_1722	1807707	1808564	-	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	K13930	citG	H
DLM_1723	1808564	1810225	-	malonate decarboxylase alpha subunit [EC:2.3.1.187]	K13929	COG4670	I
DLM_1724	1810307	1811254	-	"LysR family transcriptional regulator, malonate utilization transcriptional regulator"	K13928	lysR	K
DLM_1725	1811919	1812440	+	acetyl-CoA synthetase [EC:6.2.1.1]	K01895	  	  
DLM_1726	1812504	1813337	+		  	rtn	T
DLM_1727	1813436	1813702	+	WD repeat-containing protein 19	K19671/K10947	  	  
DLM_1728	1813803	1814261	-	calcipressin-2	K17903	  	  
DLM_1729	1814281	1814529	-	nestin	K07609/K11527	  	  
DLM_1730	1814705	1815352	-	N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]	K22292	gph	R
DLM_1731	1815409	1816938	-	threonine dehydratase [EC:4.3.1.19]	K01754	ilvA	E
DLM_1732	1817162	1818307	+	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	K07258	dacC	M
DLM_1733	1818401	1818679	+	uncharacterized protein	K09158	COG2921	S
DLM_1734	1818700	1819323	+	lipoyl(octanoyl) transferase [EC:2.3.1.181]	K03801	  	H
DLM_1735	1819320	1820267	+	lipoyl synthase [EC:2.8.1.8]	K03644	lipA	H
DLM_1736	1820370	1820873	-	Ala-tRNA(Pro) deacylase [EC:3.1.1.-]	K19055	COG3760	S
DLM_1737	1820974	1821702	+	polar amino acid transport system substrate-binding protein	K02030	hisJ	ET
DLM_1738	1821718	1822122	-	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	K12132/K00038	  	  
DLM_1740	1822369	1823037	-	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
DLM_1741	1823418	1823621	+	cold shock protein	K03704	cspC	K
