"nc"	"X3hControl"	"X3hMedium"	"X3hPlant"	"X7dControl"	"X7dMedium"	"X7dPlant"	"Library"	"Locus_tag"	"start"	"stop"	"strand"	"KEGG_definition"	"Knumber"	"gene_name"	"COG_category"
273445	850	736	48	386	448	16	1457	DLM_0278	272917	274176	+	NA	NA	NA	NA
273634	1243	1279	100	682	619	55	2339	DLM_0278	272917	274176	+	NA	NA	NA	NA
273636	507	492	14	387	390	13	914	DLM_0278	272917	274176	+	NA	NA	NA	NA
273656	742	633	37	568	619	24	1365	DLM_0278	272917	274176	+	NA	NA	NA	NA
273681	5	1	0	3	2	0	3	DLM_0278	272917	274176	+	NA	NA	NA	NA
274316	1194	1204	74	785	807	14	2024	DLM_0279	274222	274890	-	NA	NA	serB	E
274321	116	113	5	75	96	2	188	DLM_0279	274222	274890	-	NA	NA	serB	E
274367	958	1050	46	495	489	53	1672	DLM_0279	274222	274890	-	NA	NA	serB	E
274472	399	376	16	276	207	12	648	DLM_0279	274222	274890	-	NA	NA	serB	E
274598	2441	2248	154	1655	1845	72	3748	DLM_0279	274222	274890	-	NA	NA	serB	E
274658	1	3	0	0	1	0	6	DLM_0279	274222	274890	-	NA	NA	serB	E
274664	2	5	0	4	2	0	6	DLM_0279	274222	274890	-	NA	NA	serB	E
274692	6	7	0	9	8	1	6	DLM_0279	274222	274890	-	NA	NA	serB	E
274727	785	887	33	546	613	23	1439	DLM_0279	274222	274890	-	NA	NA	serB	E
275027	418	425	18	198	220	18	600	DLM_0280	274890	275894	-	putative spermidine/putrescine transport system ATP-binding protein	K02052	potA	E
275185	1501	1402	98	961	1023	39	2251	DLM_0280	274890	275894	-	putative spermidine/putrescine transport system ATP-binding protein	K02052	potA	E
275230	1250	1139	30	825	767	43	1750	DLM_0280	274890	275894	-	putative spermidine/putrescine transport system ATP-binding protein	K02052	potA	E
275232	223	241	14	143	174	6	358	DLM_0280	274890	275894	-	putative spermidine/putrescine transport system ATP-binding protein	K02052	potA	E
275887	327	311	10	254	249	9	567	DLM_0280	274890	275894	-	putative spermidine/putrescine transport system ATP-binding protein	K02052	potA	E
276028	321	311	14	237	261	22	554	DLM_0281	275922	276713	-	putative spermidine/putrescine transport system permease protein	K02053	potC	E
276058	318	291	19	243	257	5	523	DLM_0281	275922	276713	-	putative spermidine/putrescine transport system permease protein	K02053	potC	E
276125	1235	1306	83	817	852	30	2038	DLM_0281	275922	276713	-	putative spermidine/putrescine transport system permease protein	K02053	potC	E
276234	2108	2092	66	1252	1244	46	3320	DLM_0281	275922	276713	-	putative spermidine/putrescine transport system permease protein	K02053	potC	E
276277	27	33	0	10	9	0	57	DLM_0281	275922	276713	-	putative spermidine/putrescine transport system permease protein	K02053	potC	E
276298	132	156	8	122	111	4	270	DLM_0281	275922	276713	-	putative spermidine/putrescine transport system permease protein	K02053	potC	E
276432	4	1	0	1	2	0	5	DLM_0281	275922	276713	-	putative spermidine/putrescine transport system permease protein	K02053	potC	E
276489	324	282	38	191	255	9	544	DLM_0281	275922	276713	-	putative spermidine/putrescine transport system permease protein	K02053	potC	E
276515	1849	1747	100	1045	1095	82	2813	DLM_0281	275922	276713	-	putative spermidine/putrescine transport system permease protein	K02053	potC	E
276583	414	431	20	385	435	19	755	DLM_0281	275922	276713	-	putative spermidine/putrescine transport system permease protein	K02053	potC	E
276658	388	375	49	210	242	0	550	DLM_0281	275922	276713	-	putative spermidine/putrescine transport system permease protein	K02053	potC	E
276748	653	690	50	397	357	18	1021	DLM_0282	276710	277621	-	putative spermidine/putrescine transport system permease protein	K02054	COG4132	R
276750	325	274	16	303	275	7	596	DLM_0282	276710	277621	-	putative spermidine/putrescine transport system permease protein	K02054	COG4132	R
276846	455	456	16	253	281	9	729	DLM_0282	276710	277621	-	putative spermidine/putrescine transport system permease protein	K02054	COG4132	R
276865	200	221	21	103	144	1	340	DLM_0282	276710	277621	-	putative spermidine/putrescine transport system permease protein	K02054	COG4132	R
276891	370	373	9	167	192	4	547	DLM_0282	276710	277621	-	putative spermidine/putrescine transport system permease protein	K02054	COG4132	R
276976	482	543	22	414	513	14	918	DLM_0282	276710	277621	-	putative spermidine/putrescine transport system permease protein	K02054	COG4132	R
277098	2254	2473	86	1337	1534	99	3696	DLM_0282	276710	277621	-	putative spermidine/putrescine transport system permease protein	K02054	COG4132	R
277164	1154	1177	62	822	947	33	1887	DLM_0282	276710	277621	-	putative spermidine/putrescine transport system permease protein	K02054	COG4132	R
277466	691	637	49	607	623	15	1304	DLM_0282	276710	277621	-	putative spermidine/putrescine transport system permease protein	K02054	COG4132	R
277499	385	389	24	262	274	14	599	DLM_0282	276710	277621	-	putative spermidine/putrescine transport system permease protein	K02054	COG4132	R
277731	624	603	17	366	359	15	831								
277808	448	454	17	150	145	0	602	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
277842	524	523	33	298	326	17	844	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
277884	1006	981	89	788	778	36	1745	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278013	1278	1316	42	819	859	23	2153	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278069	1433	1450	76	943	1039	37	2420	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278073	621	640	105	407	472	14	1094	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278075	781	737	19	516	556	25	1262	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278322	548	547	46	470	552	27	939	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278385	790	773	30	447	471	14	1204	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278420	30	14	0	10	11	0	20	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278466	736	839	21	447	462	7	1167	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278538	660	719	47	531	576	17	1225	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278700	1071	1036	43	695	747	52	1618	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278839	1218	1440	84	1084	1143	27	2144	DLM_0283	277787	278884	-	putative spermidine/putrescine transport system substrate-binding protein	K02055	afuA	P
278903	2144	2015	112	1061	1255	34	2984								
278927	683	669	36	484	531	41	1052								
279014	255	282	16	184	214	9	458								
279284	197	212	22	152	178	15	343	DLM_0284	279023	279823	+	NA	NA	phnF	K
279332	556	516	28	333	303	25	917	DLM_0284	279023	279823	+	NA	NA	phnF	K
279521	1053	974	39	448	450	20	1335	DLM_0284	279023	279823	+	NA	NA	phnF	K
279533	229	212	13	189	198	6	395	DLM_0284	279023	279823	+	NA	NA	phnF	K
279599	40	57	0	44	39	2	103	DLM_0284	279023	279823	+	NA	NA	phnF	K
279623	305	292	28	213	245	16	560	DLM_0284	279023	279823	+	NA	NA	phnF	K
279645	3	2	0	2	1	0	6	DLM_0284	279023	279823	+	NA	NA	phnF	K
279937	409	365	28	321	333	20	630								
280112	1595	1511	62	873	918	41	2237	DLM_0285	280010	280519	+	calmodulin-binding transcription activator	K21596	NA	NA
280160	551	545	13	386	391	15	925	DLM_0285	280010	280519	+	calmodulin-binding transcription activator	K21596	NA	NA
280163	2100	1935	122	1361	1464	60	3264	DLM_0285	280010	280519	+	calmodulin-binding transcription activator	K21596	NA	NA
280254	2	4	0	2	5	3	5	DLM_0285	280010	280519	+	calmodulin-binding transcription activator	K21596	NA	NA
280465	1773	1561	115	1081	1195	82	2620	DLM_0285	280010	280519	+	calmodulin-binding transcription activator	K21596	NA	NA
280767	1406	1373	44	713	720	60	2222	DLM_0286	280584	281126	+	YTH domain-containing protein 1	K20100	NA	NA
280770	2592	2206	178	1454	1587	106	4075	DLM_0286	280584	281126	+	YTH domain-containing protein 1	K20100	NA	NA
281277	1561	1444	137	894	1013	62	2447	DLM_0287	281160	282248	+	L-asparaginase [EC:3.5.1.1]	K01424/K13278	ansB	EJ
281523	584	558	33	440	429	9	967	DLM_0287	281160	282248	+	L-asparaginase [EC:3.5.1.1]	K01424/K13278	ansB	EJ
282047	333	322	12	194	197	4	510	DLM_0287	281160	282248	+	L-asparaginase [EC:3.5.1.1]	K01424/K13278	ansB	EJ
282087	1084	987	32	590	632	35	1697	DLM_0287	281160	282248	+	L-asparaginase [EC:3.5.1.1]	K01424/K13278	ansB	EJ
282221	390	379	12	279	276	8	619	DLM_0287	281160	282248	+	L-asparaginase [EC:3.5.1.1]	K01424/K13278	ansB	EJ
282246	743	652	18	495	522	28	1147	DLM_0287	281160	282248	+	L-asparaginase [EC:3.5.1.1]	K01424/K13278	ansB	EJ
282353	374	296	8	145	151	15	514								
282479	822	782	23	574	651	38	1314								
283078	3	3	0	4	5	0	6								
283092	393	457	15	264	328	6	786								
283116	1147	1099	92	894	875	27	2001								
283118	33	47	8	27	35	0	84								
283267	248	248	34	113	126	5	365	DLM_0289	283147	283704	+	HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]	K06211	nadR	H
283279	467	428	76	293	324	17	763	DLM_0289	283147	283704	+	HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]	K06211	nadR	H
283282	338	364	25	187	188	14	613	DLM_0289	283147	283704	+	HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]	K06211	nadR	H
283465	528	511	19	335	300	10	981	DLM_0289	283147	283704	+	HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]	K06211	nadR	H
283573	830	864	65	431	484	40	1402	DLM_0289	283147	283704	+	HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]	K06211	nadR	H
283935	415	429	29	119	91	11	668	DLM_0290	283905	284120	+	ribosome-associated protein	K14761	COG2501	S
284303	455	499	50	161	105	2	763	DLM_0291	284120	284305	+	NA	NA	NA	NA
284536	430	552	12	90	88	8	731	DLM_0292	284309	285175	+	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	K07053	COG0613	R
284706	59	60	2	17	11	1	82	DLM_0292	284309	285175	+	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	K07053	COG0613	R
285005	1389	1221	6	286	263	8	2102	DLM_0292	284309	285175	+	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	K07053	COG0613	R
285126	266	266	17	69	65	0	432	DLM_0292	284309	285175	+	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	K07053	COG0613	R
285150	2	4	0	0	2	0	9	DLM_0292	284309	285175	+	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	K07053	COG0613	R
285173	720	642	49	519	537	36	1273	DLM_0292	284309	285175	+	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	K07053	COG0613	R
285184	1427	1310	100	824	870	69	2418								
285484	794	759	23	454	382	21	1152	DLM_0293	285196	285816	+	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	K07566	sUA5	J
285852	812	657	88	554	566	23	1258								
285928	457	443	32	343	435	6	724	DLM_0294	285889	286530	+	NA	NA	spoIVFB	R
285979	205	148	14	118	143	7	287	DLM_0294	285889	286530	+	NA	NA	spoIVFB	R
286012	443	370	31	262	313	29	636	DLM_0294	285889	286530	+	NA	NA	spoIVFB	R
286267	783	684	29	556	557	37	1192	DLM_0294	285889	286530	+	NA	NA	spoIVFB	R
286402	181	158	3	123	134	4	369	DLM_0294	285889	286530	+	NA	NA	spoIVFB	R
286408	450	466	40	306	261	17	794	DLM_0294	285889	286530	+	NA	NA	spoIVFB	R
286504	1118	927	44	692	648	24	1565	DLM_0294	285889	286530	+	NA	NA	spoIVFB	R
286605	168	170	9	155	160	6	238	DLM_0295	286545	287741	+	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	K01867	trpS	J
286656	843	866	23	716	713	36	1289	DLM_0295	286545	287741	+	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	K01867	trpS	J
286695	693	517	51	533	677	24	1141	DLM_0295	286545	287741	+	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	K01867	trpS	J
286875	352	332	16	238	226	14	532	DLM_0295	286545	287741	+	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	K01867	trpS	J
286968	563	527	95	485	510	37	894	DLM_0295	286545	287741	+	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	K01867	trpS	J
287148	306	313	16	300	258	34	512	DLM_0295	286545	287741	+	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	K01867	trpS	J
287162	97	109	11	107	98	6	204	DLM_0295	286545	287741	+	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	K01867	trpS	J
287363	876	815	56	679	718	51	1378	DLM_0295	286545	287741	+	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	K01867	trpS	J
287531	1953	1704	90	1268	1430	92	3153	DLM_0295	286545	287741	+	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	K01867	trpS	J
287819	470	436	43	354	347	13	721								
287838	1314	1266	65	873	910	68	2083								
287894	456	371	32	413	343	22	812								
287896	1363	1291	56	756	811	33	2058								
288019	286	296	10	165	200	4	507								
288070	1028	1110	81	765	797	47	1805								
288128	172	169	3	105	119	1	246								
288198	548	532	52	494	541	19	1005	DLM_0296	288197	289189	-	NA	NA	COG4874	S
288400	440	405	24	321	302	8	805	DLM_0296	288197	289189	-	NA	NA	COG4874	S
288501	181	135	21	117	144	8	293	DLM_0296	288197	289189	-	NA	NA	COG4874	S
288518	3	3	0	0	1	1	2	DLM_0296	288197	289189	-	NA	NA	COG4874	S
288564	1043	1110	59	462	482	62	1592	DLM_0296	288197	289189	-	NA	NA	COG4874	S
288678	1062	998	45	793	867	69	1610	DLM_0296	288197	289189	-	NA	NA	COG4874	S
288780	121	115	0	82	94	1	221	DLM_0296	288197	289189	-	NA	NA	COG4874	S
289192	268	240	69	192	279	13	498								
289227	1901	1828	155	1174	1163	32	3252								
289462	0	2	0	3	6	8	0	DLM_0297	289290	290186	+	NA	NA	lysR	K
289605	1349	1322	127	1954	2784	6283	2279	DLM_0297	289290	290186	+	NA	NA	lysR	K
289608	412	361	35	295	324	15	667	DLM_0297	289290	290186	+	NA	NA	lysR	K
289767	2219	2340	156	1696	1685	53	4301	DLM_0297	289290	290186	+	NA	NA	lysR	K
289889	4	3	0	0	1	0	5	DLM_0297	289290	290186	+	NA	NA	lysR	K
289965	937	931	22	441	479	34	1513	DLM_0297	289290	290186	+	NA	NA	lysR	K
290067	32	31	0	34	45	0	84	DLM_0297	289290	290186	+	NA	NA	lysR	K
290097	2789	2559	195	1796	1988	139	4416	DLM_0297	289290	290186	+	NA	NA	lysR	K
290170	1933	1837	74	1024	1092	49	3361	DLM_0297	289290	290186	+	NA	NA	lysR	K
290363	60	68	0	31	21	3	62	DLM_0298	290183	291013	+	segregation and condensation protein A	K05896	scpA	S
290426	83	66	4	31	47	0	133	DLM_0298	290183	291013	+	segregation and condensation protein A	K05896	scpA	S
290435	961	892	77	658	764	50	1515	DLM_0298	290183	291013	+	segregation and condensation protein A	K05896	scpA	S
290858	91	82	2	75	65	3	168	DLM_0298	290183	291013	+	segregation and condensation protein A	K05896	scpA	S
290990	551	456	18	374	412	12	889	DLM_0298	290183	291013	+	segregation and condensation protein A	K05896	scpA	S
291148	402	313	46	208	193	2	695								
291178	449	367	62	239	233	1	714	DLM_0299	291159	291791	+	segregation and condensation protein B	K06024	scpB	K
291343	47	67	0	13	18	0	111	DLM_0299	291159	291791	+	segregation and condensation protein B	K06024	scpB	K
291393	123	106	8	17	23	0	143	DLM_0299	291159	291791	+	segregation and condensation protein B	K06024	scpB	K
291482	11	3	0	8	15	3	5	DLM_0299	291159	291791	+	segregation and condensation protein B	K06024	scpB	K
291606	61	50	3	14	12	0	87	DLM_0299	291159	291791	+	segregation and condensation protein B	K06024	scpB	K
291652	0	5	0	0	2	0	5	DLM_0299	291159	291791	+	segregation and condensation protein B	K06024	scpB	K
291694	0	0	0	10	4	2	0	DLM_0299	291159	291791	+	segregation and condensation protein B	K06024	scpB	K
293607	596	519	23	495	480	27	920	DLM_0301	293367	293933	+	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	K03574	COG1051	F
293610	1398	1204	44	935	837	65	2320	DLM_0301	293367	293933	+	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	K03574	COG1051	F
293722	1452	1185	102	953	895	58	2272	DLM_0301	293367	293933	+	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	K03574	COG1051	F
293829	338	311	7	265	272	26	560	DLM_0301	293367	293933	+	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	K03574	COG1051	F
293898	514	414	44	326	288	16	681	DLM_0301	293367	293933	+	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	K03574	COG1051	F
293962	353	316	15	206	231	15	576								
294014	94	84	5	62	61	3	160	DLM_0302	294000	294554	+	transcription elongation factor GreB	K04760	COG0782	K
294084	582	599	10	283	291	5	956	DLM_0302	294000	294554	+	transcription elongation factor GreB	K04760	COG0782	K
294126	1222	1227	118	1002	934	36	2197	DLM_0302	294000	294554	+	transcription elongation factor GreB	K04760	COG0782	K
294682	3	3	0	1	6	0	7	DLM_0303	294634	295089	-	NA	NA	marR	K
294960	625	616	32	934	770	35	946	DLM_0303	294634	295089	-	NA	NA	marR	K
295028	969	878	79	1695	1348	58	1480	DLM_0303	294634	295089	-	NA	NA	marR	K
295250	465	426	40	277	201	18	654								
295261	60	70	4	128	89	12	107								
295522	3	1	0	0	0	0	7	DLM_0304	295289	296443	+	2-aminoadipate transaminase [EC:2.6.1.-]	K05825	aRO8	KE
295628	484	402	45	289	275	2	674	DLM_0304	295289	296443	+	2-aminoadipate transaminase [EC:2.6.1.-]	K05825	aRO8	KE
295754	342	372	39	288	273	12	630	DLM_0304	295289	296443	+	2-aminoadipate transaminase [EC:2.6.1.-]	K05825	aRO8	KE
295940	698	611	13	426	467	32	1025	DLM_0304	295289	296443	+	2-aminoadipate transaminase [EC:2.6.1.-]	K05825	aRO8	KE
296138	844	883	53	620	734	35	1396	DLM_0304	295289	296443	+	2-aminoadipate transaminase [EC:2.6.1.-]	K05825	aRO8	KE
296208	1374	1380	92	1008	894	20	2279	DLM_0304	295289	296443	+	2-aminoadipate transaminase [EC:2.6.1.-]	K05825	aRO8	KE
296725	306	306	6	108	104	7	449	DLM_0305	296512	297453	-	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	K04761	lysR	K
296842	1714	1563	136	463	437	19	2344	DLM_0305	296512	297453	-	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	K04761	lysR	K
296986	195	207	14	95	88	7	395	DLM_0305	296512	297453	-	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	K04761	lysR	K
297071	1630	1598	96	615	512	25	2352	DLM_0305	296512	297453	-	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	K04761	lysR	K
297458	106	138	26	44	43	0	195	DLM_0306	297457	297714	-	cell division topological specificity factor	K03608	minE	D
297602	9	2	0	3	4	0	6	DLM_0306	297457	297714	-	cell division topological specificity factor	K03608	minE	D
299286	56	36	4	14	7	1	93								
299371	346	338	11	158	121	16	477								
299375	1442	1294	141	925	1073	43	2509								
299414	307	305	12	225	261	7	590								
299452	4	2	0	2	2	0	2								
299488	6	8	0	3	4	0	16								
299591	240	205	22	217	202	4	367	DLM_0309	299542	299673	-	NA	NA	NA	NA
299604	388	365	20	245	238	14	681	DLM_0309	299542	299673	-	NA	NA	NA	NA
299624	262	196	10	168	170	6	383	DLM_0309	299542	299673	-	NA	NA	NA	NA
300161	723	676	49	515	566	21	1017	DLM_0310	299629	300198	+	NA	NA	NA	NA
300257	725	660	80	533	642	17	937								
300441	187	167	11	111	118	6	323	DLM_0311	300294	301025	-	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	K00033	gnd	G
300490	581	628	8	281	258	24	849	DLM_0311	300294	301025	-	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	K00033	gnd	G
300613	1002	935	79	637	641	48	1627	DLM_0311	300294	301025	-	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	K00033	gnd	G
300641	462	541	2	154	135	8	727	DLM_0311	300294	301025	-	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	K00033	gnd	G
300643	395	407	9	225	192	13	650	DLM_0311	300294	301025	-	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	K00033	gnd	G
300696	954	925	58	552	666	32	1563	DLM_0311	300294	301025	-	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	K00033	gnd	G
300798	637	647	31	287	329	15	884	DLM_0311	300294	301025	-	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	K00033	gnd	G
301125	459	398	3	151	148	6	557	DLM_0312	301034	301933	-	NA	NA	lysR	K
301191	339	286	5	216	207	3	515	DLM_0312	301034	301933	-	NA	NA	lysR	K
301207	420	372	17	265	250	8	564	DLM_0312	301034	301933	-	NA	NA	lysR	K
301271	1262	1195	98	1089	1015	53	2107	DLM_0312	301034	301933	-	NA	NA	lysR	K
301369	443	385	32	289	291	19	716	DLM_0312	301034	301933	-	NA	NA	lysR	K
301461	325	328	19	232	212	13	538	DLM_0312	301034	301933	-	NA	NA	lysR	K
301518	1409	1400	66	970	1057	56	2200	DLM_0312	301034	301933	-	NA	NA	lysR	K
301544	748	729	23	417	410	18	1062	DLM_0312	301034	301933	-	NA	NA	lysR	K
301562	485	450	14	261	268	7	636	DLM_0312	301034	301933	-	NA	NA	lysR	K
301580	535	521	16	250	265	20	684	DLM_0312	301034	301933	-	NA	NA	lysR	K
301694	794	722	57	541	478	27	1281	DLM_0312	301034	301933	-	NA	NA	lysR	K
301719	235	272	25	252	233	6	503	DLM_0312	301034	301933	-	NA	NA	lysR	K
301827	1026	899	110	693	791	50	1623	DLM_0312	301034	301933	-	NA	NA	lysR	K
301972	951	888	46	625	653	55	1522								
301995	456	433	38	408	362	23	833								
302220	229	261	11	177	174	7	390	DLM_0313	302147	302353	+	talin	K06271/K07246	NA	NA
302351	133	93	8	87	84	3	158	DLM_0313	302147	302353	+	talin	K06271/K07246	NA	NA
302476	487	447	44	356	337	21	762	DLM_0314	302475	303002	-	inorganic pyrophosphatase [EC:3.6.1.1]	K01507	ppa	C
303129	706	589	23	468	508	24	985								
303147	230	254	12	124	123	8	347	DLM_0315	303130	303750	+	3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	K06134	cAT5	H
303296	918	864	30	668	658	26	1481	DLM_0315	303130	303750	+	3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	K06134	cAT5	H
